account_id,account_name,industry,country,signup_date,referral_source,plan_tier,seats,is_trial,churn_flag,churn_label,ref_date,tenure_days,subs_count,mrr_mean,mrr_max,arr_mean,seats_mean,upgrades,downgrades,auto_renew_rate,trial_rate,latest_plan_tier,latest_billing_frequency,usage_events_30d,usage_count_sum_30d,usage_duration_sum_30d,errors_sum_30d,distinct_features_30d,beta_share_30d,usage_events_60d,usage_count_sum_60d,usage_duration_sum_60d,errors_sum_60d,distinct_features_60d,beta_share_60d,usage_events_90d,usage_count_sum_90d,usage_duration_sum_90d,errors_sum_90d,distinct_features_90d,beta_share_90d,tickets,urgent_rate,high_rate,res_time_mean,res_time_max,first_resp_mean,satisfaction_mean,satisfaction_missing,escalation_rate
A-296d7c,Company_182,DevTools,DE,2023-11-08,other,Enterprise,2,False,0,1,2024-11-04,362,5.0,259.4,784.0,3112.8,13.4,0.0,0.0,0.6,0.2,Pro,annual,2.0,17.0,1475.0,0.0,2.0,0.0,4.0,43.0,7897.0,0.0,4.0,0.0,4.0,43.0,7897.0,0.0,4.0,0.0,5.0,0.4,0.0,50.4,72.0,105.2,3.75,0.2,0.0
A-1619f8,Company_183,DevTools,US,2024-05-20,organic,Pro,29,False,0,1,2024-09-21,124,3.0,3832.0,10945.0,45984.0,37.666666666666664,0.0,0.0,0.6666666666666666,0.3333333333333333,Basic,monthly,2.0,19.0,6082.0,0.0,2.0,0.0,5.0,46.0,13857.0,0.0,5.0,0.2,9.0,88.0,29140.0,1.0,8.0,0.1111111111111111,2.0,0.0,0.0,39.5,59.0,45.5,5.0,0.5,0.0
A-a1b80b,Company_184,HealthTech,US,2023-11-27,organic,Basic,16,False,0,1,2024-07-11,227,8.0,2660.875,10348.0,31930.5,24.375,2.0,0.0,0.75,0.125,Basic,annual,3.0,27.0,2895.0,2.0,3.0,0.0,4.0,34.0,3224.0,2.0,4.0,0.25,7.0,66.0,14544.0,4.0,6.0,0.14285714285714285,3.0,0.3333333333333333,0.0,42.666666666666664,58.0,91.66666666666667,3.5,0.3333333333333333,0.0
A-139c3b,Company_185,HealthTech,US,2024-11-21,organic,Enterprise,10,True,1,1,2024-12-31,40,8.0,1128.375,3582.0,13540.5,21.75,1.0,0.0,0.75,0.125,Basic,annual,3.0,30.0,9702.0,2.0,3.0,0.3333333333333333,7.0,69.0,26942.0,2.0,7.0,0.14285714285714285,9.0,94.0,32031.0,2.0,9.0,0.1111111111111111,9.0,0.3333333333333333,0.1111111111111111,28.444444444444443,64.0,66.11111111111111,4.5,0.5555555555555556,0.0
A-702032,Company_186,HealthTech,US,2023-10-03,ads,Pro,28,False,0,1,2024-06-14,255,1.0,5572.0,5572.0,66864.0,28.0,0.0,0.0,1.0,0.0,Enterprise,annual,1.0,19.0,6042.0,0.0,1.0,0.0,2.0,31.0,8010.0,1.0,2.0,0.0,4.0,64.0,18164.0,2.0,4.0,0.0,2.0,0.0,0.0,44.0,52.0,38.5,3.0,0.5,0.0
A-7a0d69,Company_187,DevTools,DE,2024-06-15,ads,Enterprise,4,True,1,1,2024-12-29,197,11.0,942.0,5174.0,11304.0,15.818181818181818,2.0,0.0,0.9090909090909091,0.2727272727272727,Enterprise,monthly,4.0,38.0,8629.0,1.0,4.0,0.0,5.0,49.0,11852.0,1.0,5.0,0.0,9.0,90.0,25012.0,3.0,9.0,0.0,2.0,0.5,0.5,29.0,36.0,52.5,5.0,0.5,0.0
A-22d9d2,Company_188,DevTools,FR,2024-03-22,event,Pro,8,False,0,1,2024-10-17,209,11.0,862.3636363636364,2842.0,10348.363636363636,16.727272727272727,1.0,0.0,0.9090909090909091,0.09090909090909091,Pro,monthly,4.0,32.0,12127.0,5.0,4.0,0.5,5.0,39.0,12932.0,5.0,5.0,0.4,10.0,100.0,34181.0,5.0,9.0,0.3,6.0,0.5,0.16666666666666666,16.0,31.0,88.0,4.0,0.3333333333333333,0.16666666666666666
A-b9eed8,Company_189,Cybersecurity,US,2024-02-23,organic,Basic,11,False,0,1,2024-04-23,60,1.0,2985.0,2985.0,35820.0,15.0,0.0,0.0,0.0,0.0,Enterprise,annual,3.0,26.0,6105.0,6.0,3.0,0.0,6.0,54.0,11598.0,9.0,5.0,0.0,9.0,80.0,15352.0,14.0,8.0,0.0,4.0,0.25,0.0,30.75,47.0,89.25,3.6666666666666665,0.25,0.25
A-dfbd31,Company_190,DevTools,UK,2023-12-04,partner,Enterprise,14,False,0,1,2024-12-19,381,14.0,1791.357142857143,12338.0,21496.285714285714,25.928571428571427,1.0,1.0,0.7857142857142857,0.21428571428571427,Basic,monthly,2.0,16.0,5688.0,0.0,2.0,0.0,3.0,25.0,11070.0,2.0,2.0,0.0,8.0,82.0,25087.0,6.0,6.0,0.125,6.0,0.0,0.5,29.666666666666668,65.0,129.83333333333334,4.25,0.3333333333333333,0.0
A-8e47ca,Company_191,HealthTech,US,2024-02-15,organic,Pro,19,False,0,1,2024-12-31,320,9.0,3124.4444444444443,6169.0,37493.333333333336,21.11111111111111,1.0,0.0,0.7777777777777778,0.0,Enterprise,monthly,1.0,4.0,108.0,0.0,1.0,1.0,3.0,30.0,12556.0,0.0,3.0,0.3333333333333333,3.0,30.0,12556.0,0.0,3.0,0.3333333333333333,5.0,0.0,0.6,33.4,72.0,80.6,4.0,0.6,0.2
A-4437e4,Company_192,Cybersecurity,US,2023-09-16,event,Enterprise,3,False,0,1,2024-06-21,279,7.0,748.7142857142857,2401.0,8984.57142857143,15.857142857142858,1.0,0.0,0.8571428571428571,0.2857142857142857,Enterprise,monthly,5.0,47.0,24282.0,2.0,5.0,0.0,9.0,76.0,29537.0,3.0,9.0,0.0,14.0,117.0,43953.0,4.0,11.0,0.0,3.0,0.0,0.6666666666666666,50.333333333333336,56.0,90.33333333333333,3.0,0.6666666666666666,0.6666666666666666
A-779e4e,Company_193,HealthTech,US,2023-01-02,organic,Basic,5,False,0,0,2024-12-20,718,10.0,2808.1,11542.0,33697.2,28.9,2.0,1.0,0.9,0.0,Basic,annual,1.0,8.0,3160.0,3.0,1.0,0.0,2.0,17.0,6400.0,3.0,2.0,0.0,6.0,46.0,12723.0,7.0,6.0,0.0,5.0,0.8,0.0,26.6,40.0,91.6,4.0,0.2,0.0
A-53f4e3,Company_194,Cybersecurity,UK,2024-06-14,event,Enterprise,13,False,0,1,2024-12-06,175,9.0,1516.7777777777778,4557.0,18201.333333333332,25.444444444444443,0.0,0.0,0.7777777777777778,0.0,Enterprise,annual,2.0,16.0,1984.0,0.0,2.0,0.0,4.0,39.0,7804.0,6.0,4.0,0.0,7.0,72.0,14332.0,9.0,6.0,0.0,5.0,0.6,0.4,28.6,50.0,99.0,4.0,0.4,0.0
A-692f18,Company_195,EdTech,US,2024-03-28,other,Basic,5,True,1,1,2024-12-23,270,17.0,1797.0588235294117,7363.0,21564.70588235294,15.882352941176471,2.0,1.0,0.7058823529411765,0.17647058823529413,Enterprise,annual,5.0,47.0,10946.0,2.0,4.0,0.2,7.0,67.0,19058.0,2.0,5.0,0.14285714285714285,12.0,108.0,29225.0,5.0,10.0,0.08333333333333333,2.0,0.0,0.5,37.5,55.0,120.0,5.0,0.5,0.0
A-13466a,Company_196,DevTools,AU,2023-10-22,event,Basic,2,False,1,1,2024-04-18,179,2.0,3999.0,7960.0,47988.0,21.0,0.0,0.0,0.5,0.0,Enterprise,monthly,1.0,2.0,384.0,1.0,1.0,0.0,2.0,17.0,6144.0,2.0,2.0,0.0,4.0,36.0,12055.0,2.0,3.0,0.0,2.0,0.0,1.0,13.0,21.0,103.5,5.0,0.0,0.0
A-1986ca,Company_197,HealthTech,IN,2023-01-30,ads,Pro,20,False,0,0,2024-11-23,663,7.0,3951.5714285714284,6169.0,47418.857142857145,22.714285714285715,1.0,0.0,0.5714285714285714,0.14285714285714285,Enterprise,monthly,3.0,26.0,7968.0,0.0,3.0,0.0,4.0,37.0,12335.0,0.0,4.0,0.25,5.0,45.0,13831.0,3.0,5.0,0.2,7.0,0.42857142857142855,0.2857142857142857,36.57142857142857,62.0,106.57142857142857,3.4,0.2857142857142857,0.0
A-0cc442,Company_198,EdTech,US,2024-07-18,organic,Basic,45,False,0,1,2024-10-23,97,10.0,3507.0,10547.0,42084.0,51.0,3.0,1.0,0.8,0.2,Basic,annual,5.0,40.0,10987.0,8.0,5.0,0.0,8.0,68.0,20267.0,10.0,6.0,0.0,12.0,107.0,31727.0,10.0,9.0,0.08333333333333333,3.0,0.3333333333333333,0.0,37.0,58.0,47.333333333333336,3.0,0.6666666666666666,0.0
A-c608c8,Company_199,DevTools,DE,2023-04-27,ads,Pro,3,False,1,1,2024-06-04,404,5.0,1240.2,2842.0,14882.4,19.8,1.0,1.0,0.8,0.0,Pro,monthly,3.0,29.0,11264.0,0.0,3.0,0.3333333333333333,5.0,49.0,22221.0,1.0,5.0,0.2,6.0,62.0,28045.0,2.0,6.0,0.16666666666666666,1.0,0.0,0.0,60.0,60.0,39.0,3.0,0.0,0.0
A-3be56b,Company_200,HealthTech,IN,2023-10-26,event,Pro,3,False,1,1,2024-06-20,238,8.0,1162.625,3582.0,13951.5,21.25,1.0,1.0,0.75,0.375,Enterprise,monthly,4.0,36.0,6557.0,6.0,4.0,0.25,9.0,92.0,26344.0,9.0,9.0,0.1111111111111111,13.0,136.0,46053.0,11.0,12.0,0.07692307692307693,4.0,0.0,0.0,40.25,65.0,74.0,3.5,0.0,0.0
A-354f12,Company_201,FinTech,US,2024-04-28,ads,Pro,1,True,0,1,2024-09-19,144,2.0,3482.5,6766.0,41790.0,17.5,0.0,1.0,1.0,0.0,Enterprise,monthly,,,,,,,,,,,,,1.0,4.0,1140.0,0.0,1.0,0.0,2.0,0.0,0.0,56.5,66.0,137.5,,1.0,0.0
A-68f37c,Company_202,HealthTech,US,2023-07-15,ads,Basic,4,False,0,1,2024-12-18,522,12.0,2689.1666666666665,24079.0,32270.0,31.916666666666668,3.0,0.0,0.9166666666666666,0.16666666666666666,Enterprise,monthly,5.0,51.0,14905.0,1.0,5.0,0.0,5.0,51.0,14905.0,1.0,5.0,0.0,9.0,87.0,21693.0,4.0,9.0,0.0,5.0,0.2,0.2,20.2,43.0,119.8,4.0,0.8,0.0
A-aa9511,Company_203,DevTools,US,2023-10-10,other,Pro,23,True,0,1,2023-10-17,7,1.0,1127.0,1127.0,13524.0,23.0,0.0,0.0,1.0,0.0,Pro,monthly,4.0,41.0,12235.0,4.0,4.0,0.0,6.0,65.0,20821.0,5.0,5.0,0.0,12.0,125.0,35324.0,9.0,10.0,0.08333333333333333,2.0,0.5,0.5,56.5,57.0,98.5,4.0,0.5,0.0
A-af0cd2,Company_204,Cybersecurity,IN,2023-01-03,other,Enterprise,19,True,0,1,2023-10-26,296,7.0,583.5714285714286,931.0,7002.857142857143,20.571428571428573,1.0,0.0,0.8571428571428571,0.14285714285714285,Basic,annual,5.0,51.0,12583.0,2.0,5.0,0.0,9.0,92.0,28831.0,2.0,7.0,0.0,11.0,118.0,40609.0,2.0,9.0,0.09090909090909091,1.0,0.0,0.0,58.0,58.0,173.0,,1.0,0.0
A-bd4513,Company_205,DevTools,AU,2024-11-06,event,Enterprise,50,True,0,1,2024-12-09,33,6.0,5750.666666666667,9950.0,69008.0,52.666666666666664,1.0,0.0,0.8333333333333334,0.0,Pro,annual,2.0,16.0,4500.0,0.0,2.0,0.0,6.0,57.0,17281.0,6.0,5.0,0.16666666666666666,8.0,75.0,25737.0,10.0,7.0,0.375,2.0,0.0,0.0,58.0,71.0,82.0,4.5,0.0,0.0
A-c222ab,Company_206,Cybersecurity,US,2024-05-10,other,Pro,32,False,1,1,2024-10-05,148,3.0,3168.0,6368.0,38016.0,32.0,0.0,0.0,1.0,0.0,Enterprise,monthly,2.0,22.0,6908.0,0.0,2.0,0.0,4.0,39.0,12611.0,2.0,4.0,0.25,5.0,49.0,16121.0,2.0,5.0,0.2,1.0,1.0,0.0,37.0,37.0,131.0,,1.0,0.0
A-34d880,Company_207,Cybersecurity,AU,2024-04-11,ads,Enterprise,4,False,0,1,2024-12-20,253,9.0,2329.3333333333335,10547.0,27952.0,19.11111111111111,0.0,0.0,0.6666666666666666,0.2222222222222222,Enterprise,monthly,1.0,13.0,6747.0,0.0,1.0,0.0,2.0,24.0,8089.0,2.0,2.0,0.0,6.0,63.0,24636.0,2.0,5.0,0.16666666666666666,5.0,0.2,0.0,52.2,64.0,90.8,3.0,0.0,0.0
A-508199,Company_208,FinTech,AU,2024-01-28,event,Basic,19,False,0,0,2024-12-11,318,5.0,1687.2,3781.0,20246.4,20.6,0.0,0.0,0.6,0.2,Enterprise,monthly,2.0,27.0,11490.0,6.0,2.0,0.0,3.0,35.0,15586.0,6.0,3.0,0.0,4.0,48.0,19980.0,6.0,4.0,0.0,3.0,0.3333333333333333,0.0,50.666666666666664,60.0,67.33333333333333,3.0,0.6666666666666666,0.0
A-f03140,Company_209,DevTools,IN,2023-11-22,event,Pro,27,True,0,1,2024-10-03,316,8.0,1962.75,5373.0,23553.0,28.5,0.0,1.0,0.75,0.0,Enterprise,monthly,2.0,27.0,11347.0,0.0,2.0,0.5,2.0,27.0,11347.0,0.0,2.0,0.5,5.0,61.0,29977.0,0.0,5.0,0.2,7.0,0.2857142857142857,0.14285714285714285,36.0,65.0,113.14285714285714,3.6666666666666665,0.5714285714285714,0.0
A-410e86,Company_210,FinTech,US,2024-11-10,organic,Basic,24,False,0,0,2024-12-27,47,7.0,2280.0,4776.0,27360.0,25.285714285714285,0.0,0.0,0.42857142857142855,0.2857142857142857,Enterprise,monthly,1.0,11.0,5951.0,1.0,1.0,0.0,1.0,11.0,5951.0,1.0,1.0,0.0,3.0,27.0,12104.0,2.0,2.0,0.0,5.0,0.0,0.2,42.6,70.0,110.0,3.5,0.6,0.0
A-fa2041,Company_211,HealthTech,US,2024-05-29,organic,Pro,15,True,0,1,2024-07-13,45,2.0,1274.0,2548.0,15288.0,35.0,0.0,0.0,1.0,0.5,Pro,monthly,4.0,35.0,11116.0,7.0,4.0,0.0,7.0,59.0,19007.0,7.0,7.0,0.14285714285714285,10.0,91.0,28289.0,11.0,10.0,0.1,1.0,0.0,0.0,16.0,16.0,99.0,3.0,0.0,0.0
A-de58ca,Company_212,HealthTech,DE,2023-04-13,organic,Enterprise,15,False,0,0,2024-12-21,618,11.0,2173.181818181818,12338.0,26078.18181818182,38.18181818181818,0.0,0.0,0.5454545454545454,0.18181818181818182,Enterprise,annual,1.0,18.0,9504.0,3.0,1.0,0.0,3.0,31.0,9830.0,3.0,3.0,0.0,4.0,42.0,9896.0,5.0,4.0,0.0,5.0,0.0,0.2,30.6,59.0,115.0,3.3333333333333335,0.4,0.0
A-05d3b3,Company_213,DevTools,AU,2023-05-28,ads,Basic,9,True,0,1,2024-09-09,470,10.0,865.8,3184.0,10389.6,19.6,0.0,0.0,0.7,0.2,Pro,monthly,2.0,19.0,8484.0,0.0,2.0,0.5,8.0,65.0,25921.0,2.0,6.0,0.25,10.0,81.0,27889.0,2.0,8.0,0.2,5.0,0.2,0.2,25.0,46.0,57.4,4.333333333333333,0.4,0.0
A-249769,Company_214,Cybersecurity,US,2024-04-25,event,Enterprise,4,False,1,1,2024-12-16,235,13.0,1209.0,11144.0,14508.0,13.23076923076923,0.0,0.0,1.0,0.07692307692307693,Basic,annual,2.0,23.0,11763.0,0.0,2.0,0.0,4.0,38.0,13885.0,0.0,3.0,0.0,8.0,77.0,28117.0,0.0,7.0,0.0,2.0,0.0,0.5,39.5,63.0,96.5,4.0,0.0,0.0
A-e43bf7,Company_215,Cybersecurity,AU,2023-03-24,other,Pro,44,False,0,1,2023-06-24,92,1.0,8756.0,8756.0,105072.0,44.0,1.0,0.0,0.0,0.0,Enterprise,monthly,2.0,12.0,4110.0,3.0,2.0,0.0,6.0,43.0,11243.0,8.0,6.0,0.0,8.0,61.0,19243.0,11.0,8.0,0.0,,,,,,,,,
A-eb2fdc,Company_216,DevTools,AU,2023-11-21,organic,Enterprise,31,False,1,1,2024-05-26,187,5.0,2759.4,9353.0,33112.8,36.6,0.0,0.0,0.8,0.0,Pro,annual,1.0,8.0,2288.0,0.0,1.0,0.0,2.0,12.0,4340.0,2.0,2.0,0.0,5.0,38.0,10532.0,4.0,4.0,0.0,5.0,0.0,0.0,33.6,55.0,37.6,4.5,0.2,0.0
A-e1462e,Company_217,FinTech,UK,2023-03-12,partner,Basic,15,False,0,1,2024-12-05,634,7.0,1718.5714285714287,5771.0,20622.85714285714,23.285714285714285,1.0,1.0,0.7142857142857143,0.2857142857142857,Basic,annual,1.0,5.0,910.0,0.0,1.0,0.0,3.0,26.0,3416.0,1.0,3.0,0.0,4.0,37.0,5913.0,1.0,4.0,0.0,2.0,0.5,0.5,39.5,67.0,118.5,3.5,0.0,0.0
A-cab532,Company_218,DevTools,FR,2023-04-03,organic,Pro,11,True,0,1,2024-07-10,464,10.0,1311.6,4975.0,15739.2,22.2,1.0,1.0,0.9,0.2,Pro,annual,3.0,21.0,5543.0,0.0,3.0,0.0,4.0,24.0,7127.0,0.0,4.0,0.0,12.0,94.0,23951.0,2.0,10.0,0.0,1.0,0.0,0.0,32.0,32.0,175.0,4.0,0.0,0.0
A-9123ac,Company_219,Cybersecurity,DE,2023-06-20,organic,Pro,9,False,0,1,2024-10-23,491,7.0,2107.285714285714,8358.0,25287.428571428572,16.285714285714285,0.0,1.0,1.0,0.14285714285714285,Enterprise,annual,3.0,30.0,10586.0,2.0,3.0,0.3333333333333333,4.0,39.0,12179.0,2.0,4.0,0.25,4.0,39.0,12179.0,2.0,4.0,0.25,4.0,0.25,0.25,33.25,66.0,92.0,4.666666666666667,0.25,0.0
A-6e08f3,Company_220,Cybersecurity,US,2023-02-27,event,Basic,8,False,0,1,2024-02-10,348,1.0,0.0,0.0,0.0,24.0,0.0,0.0,1.0,1.0,Enterprise,monthly,4.0,44.0,16929.0,0.0,4.0,0.25,7.0,74.0,21945.0,0.0,7.0,0.14285714285714285,11.0,113.0,31709.0,0.0,10.0,0.18181818181818182,1.0,1.0,0.0,26.0,26.0,122.0,3.0,0.0,0.0
A-d922bf,Company_221,HealthTech,US,2023-09-08,ads,Basic,5,True,1,1,2024-12-06,455,6.0,2553.8333333333335,6368.0,30646.0,20.5,0.0,0.0,1.0,0.5,Enterprise,annual,1.0,7.0,378.0,1.0,1.0,0.0,3.0,26.0,7438.0,3.0,3.0,0.0,6.0,56.0,18898.0,3.0,6.0,0.0,7.0,0.0,0.2857142857142857,39.142857142857146,72.0,101.14285714285714,3.3333333333333335,0.5714285714285714,0.14285714285714285
A-8ed5dd,Company_222,EdTech,UK,2023-06-29,event,Enterprise,5,False,1,1,2024-11-02,492,11.0,1061.0,5970.0,12732.0,12.636363636363637,3.0,0.0,0.9090909090909091,0.0,Pro,annual,2.0,16.0,3579.0,2.0,2.0,0.0,3.0,27.0,6109.0,3.0,3.0,0.0,7.0,73.0,17110.0,8.0,7.0,0.0,5.0,0.2,0.4,33.2,51.0,96.8,4.0,0.4,0.0
A-7c6b6b,Company_223,FinTech,US,2024-11-30,other,Basic,6,False,0,1,2024-12-09,9,1.0,1274.0,1274.0,15288.0,26.0,0.0,0.0,1.0,0.0,Pro,annual,1.0,7.0,3682.0,1.0,1.0,0.0,3.0,20.0,10182.0,2.0,3.0,0.3333333333333333,5.0,35.0,14808.0,2.0,5.0,0.2,5.0,0.0,0.4,52.2,68.0,82.4,4.333333333333333,0.4,0.0
A-3c1a3f,Company_224,DevTools,UK,2023-08-26,event,Pro,1,False,0,0,2024-12-20,482,12.0,1242.4166666666667,5771.0,14909.0,19.333333333333332,0.0,1.0,0.8333333333333334,0.25,Basic,annual,2.0,17.0,7115.0,0.0,2.0,0.0,4.0,45.0,21236.0,0.0,4.0,0.0,7.0,83.0,30402.0,1.0,7.0,0.14285714285714285,4.0,0.0,0.25,33.25,58.0,56.5,3.5,0.5,0.0
A-b48f73,Company_225,EdTech,AU,2024-11-13,event,Pro,80,True,0,0,2024-12-27,44,7.0,4045.714285714286,15920.0,48548.57142857143,80.0,0.0,0.0,0.5714285714285714,0.14285714285714285,Pro,annual,,,,,,,2.0,23.0,2788.0,0.0,2.0,0.0,2.0,23.0,2788.0,0.0,2.0,0.0,3.0,0.0,0.6666666666666666,28.666666666666668,46.0,35.333333333333336,4.0,0.3333333333333333,0.0
A-76fa4d,Company_226,HealthTech,US,2024-11-24,event,Pro,69,False,0,1,2024-12-03,9,4.0,11143.5,13731.0,133722.0,69.0,0.0,0.0,1.0,0.0,Enterprise,annual,5.0,52.0,20911.0,3.0,5.0,0.0,6.0,62.0,24651.0,3.0,5.0,0.0,6.0,62.0,24651.0,3.0,5.0,0.0,4.0,0.25,0.25,27.0,43.0,103.0,4.666666666666667,0.25,0.0
A-b2af2e,Company_227,Cybersecurity,UK,2024-08-24,event,Enterprise,5,False,0,1,2024-11-14,82,3.0,695.3333333333334,995.0,8344.0,11.333333333333334,0.0,0.0,0.3333333333333333,0.0,Enterprise,monthly,2.0,18.0,7812.0,1.0,2.0,0.5,3.0,30.0,10488.0,1.0,3.0,0.3333333333333333,3.0,30.0,10488.0,1.0,3.0,0.3333333333333333,2.0,0.0,0.0,39.5,65.0,95.0,4.0,0.0,0.0
A-9bfc9f,Company_228,DevTools,CA,2023-09-14,ads,Pro,53,False,0,0,2024-12-08,451,9.0,1704.6666666666667,2940.0,20456.0,53.77777777777778,3.0,2.0,0.8888888888888888,0.2222222222222222,Pro,monthly,1.0,6.0,78.0,1.0,1.0,1.0,2.0,19.0,6058.0,1.0,2.0,0.5,3.0,28.0,11053.0,1.0,3.0,0.3333333333333333,6.0,0.16666666666666666,0.3333333333333333,35.333333333333336,63.0,84.33333333333333,3.3333333333333335,0.5,0.16666666666666666
A-4ae22a,Company_229,EdTech,US,2024-05-09,other,Pro,6,False,1,1,2024-07-20,72,1.0,5572.0,5572.0,66864.0,28.0,0.0,0.0,0.0,0.0,Enterprise,annual,,,,,,,,,,,,,1.0,12.0,6564.0,0.0,1.0,0.0,2.0,0.0,0.0,17.0,30.0,104.0,3.0,0.5,0.0
A-fda07f,Company_230,Cybersecurity,FR,2024-08-11,partner,Basic,7,False,0,1,2024-09-13,33,2.0,2985.0,3184.0,35820.0,15.0,1.0,0.0,1.0,0.0,Enterprise,annual,3.0,47.0,17007.0,1.0,3.0,0.0,5.0,67.0,23147.0,1.0,5.0,0.0,10.0,119.0,41946.0,3.0,9.0,0.0,5.0,0.2,0.4,17.8,31.0,57.0,4.0,0.4,0.0
A-de24d5,Company_231,DevTools,US,2024-11-05,other,Enterprise,5,True,0,0,2024-12-28,53,13.0,1640.5384615384614,7363.0,19686.46153846154,20.923076923076923,0.0,0.0,0.9230769230769231,0.15384615384615385,Pro,monthly,,,,,,,4.0,40.0,10052.0,0.0,3.0,0.25,6.0,57.0,14432.0,0.0,5.0,0.3333333333333333,7.0,0.14285714285714285,0.2857142857142857,43.142857142857146,72.0,103.42857142857143,3.0,0.7142857142857143,0.0
A-977ca0,Company_232,HealthTech,IN,2023-02-20,partner,Basic,6,False,1,1,2024-12-24,673,16.0,1878.4375,18109.0,22541.25,24.8125,1.0,0.0,0.8125,0.25,Pro,annual,6.0,69.0,23625.0,4.0,6.0,0.16666666666666666,12.0,136.0,51435.0,5.0,11.0,0.25,15.0,171.0,58938.0,5.0,13.0,0.26666666666666666,3.0,0.3333333333333333,0.3333333333333333,64.0,72.0,123.0,4.0,0.6666666666666666,0.0
A-ab438f,Company_233,Cybersecurity,US,2024-09-13,ads,Enterprise,13,False,1,1,2024-12-02,80,5.0,2626.8,5970.0,31521.6,31.6,1.0,0.0,0.8,0.4,Enterprise,annual,1.0,14.0,8316.0,0.0,1.0,0.0,2.0,22.0,9324.0,0.0,2.0,0.0,3.0,32.0,12814.0,0.0,3.0,0.0,2.0,1.0,0.0,33.5,63.0,112.5,3.5,0.0,0.0
A-e89151,Company_234,FinTech,UK,2023-09-14,organic,Pro,8,True,1,1,2024-12-30,473,9.0,2414.8888888888887,8756.0,28978.666666666668,19.555555555555557,3.0,0.0,0.7777777777777778,0.0,Enterprise,annual,5.0,53.0,18836.0,2.0,4.0,0.4,6.0,58.0,20721.0,3.0,5.0,0.3333333333333333,8.0,79.0,30047.0,3.0,6.0,0.25,2.0,0.0,0.0,41.5,54.0,48.5,5.0,0.5,0.0
A-40906c,Company_235,EdTech,US,2024-03-27,ads,Basic,92,False,0,0,2024-12-03,251,12.0,5366.666666666667,18308.0,64400.0,92.0,0.0,0.0,0.8333333333333334,0.16666666666666666,Pro,annual,4.0,37.0,7693.0,1.0,4.0,0.5,7.0,73.0,21024.0,3.0,6.0,0.2857142857142857,8.0,86.0,24573.0,3.0,6.0,0.375,5.0,0.2,0.0,29.2,66.0,95.0,3.75,0.2,0.0
A-81edc3,Company_236,Cybersecurity,IN,2023-10-30,ads,Basic,5,False,0,1,2024-12-16,413,12.0,1460.3333333333333,8756.0,17524.0,16.916666666666668,2.0,0.0,0.6666666666666666,0.08333333333333333,Enterprise,annual,5.0,60.0,28280.0,0.0,5.0,0.0,8.0,94.0,42468.0,6.0,7.0,0.125,11.0,125.0,53397.0,11.0,9.0,0.36363636363636365,3.0,0.0,1.0,52.666666666666664,69.0,70.0,4.0,0.3333333333333333,0.0
A-328bd0,Company_237,HealthTech,AU,2023-05-16,partner,Enterprise,18,False,0,0,2024-12-24,588,13.0,1229.1538461538462,3582.0,14749.846153846154,23.0,1.0,1.0,0.7692307692307693,0.07692307692307693,Pro,annual,4.0,33.0,4496.0,0.0,4.0,0.25,5.0,45.0,9980.0,0.0,5.0,0.2,10.0,83.0,20214.0,3.0,10.0,0.2,5.0,0.0,0.4,46.0,70.0,68.2,3.6666666666666665,0.4,0.0
A-b3fe05,Company_238,Cybersecurity,CA,2024-05-28,partner,Pro,8,False,0,0,2024-12-29,215,9.0,2721.5555555555557,9950.0,32658.666666666668,26.22222222222222,0.0,0.0,0.8888888888888888,0.2222222222222222,Basic,annual,1.0,8.0,2680.0,1.0,1.0,1.0,2.0,24.0,10264.0,1.0,2.0,0.5,3.0,30.0,12214.0,2.0,3.0,0.3333333333333333,4.0,0.5,0.5,48.25,66.0,94.25,3.0,0.5,0.0
A-09540c,Company_239,Cybersecurity,CA,2023-10-30,event,Basic,67,True,0,1,2024-03-05,127,,,,,,,,,,,,1.0,8.0,4416.0,0.0,1.0,1.0,1.0,8.0,4416.0,0.0,1.0,1.0,1.0,8.0,4416.0,0.0,1.0,1.0,2.0,0.0,0.5,28.0,29.0,89.0,4.5,0.0,0.0
A-e693b6,Company_240,FinTech,AU,2023-05-25,event,Enterprise,55,False,1,1,2024-10-10,504,11.0,2110.0,10945.0,25320.0,55.0,1.0,0.0,0.9090909090909091,0.2727272727272727,Basic,monthly,,,,,,,2.0,15.0,1509.0,1.0,2.0,0.0,4.0,31.0,6677.0,1.0,4.0,0.25,1.0,1.0,0.0,1.0,1.0,144.0,3.0,0.0,0.0
A-2446e3,Company_241,EdTech,IN,2024-01-10,organic,Pro,27,False,0,1,2024-07-29,201,3.0,2673.0,5373.0,32076.0,27.0,0.0,1.0,0.6666666666666666,0.0,Pro,monthly,2.0,16.0,2624.0,0.0,2.0,0.5,3.0,29.0,4743.0,0.0,3.0,0.3333333333333333,7.0,75.0,28175.0,1.0,6.0,0.14285714285714285,2.0,0.5,0.0,39.0,72.0,83.0,4.0,0.0,0.0
A-241e75,Company_242,EdTech,US,2024-07-03,partner,Enterprise,3,False,0,1,2024-12-19,169,5.0,718.8,2254.0,8625.6,19.2,0.0,1.0,0.8,0.0,Basic,monthly,3.0,31.0,12437.0,0.0,3.0,0.0,3.0,31.0,12437.0,0.0,3.0,0.0,5.0,50.0,20328.0,0.0,5.0,0.0,4.0,0.0,0.25,31.5,52.0,101.0,4.5,0.5,0.0
